"","bag_site","pop","t","bags_label","tags_label","length","width"
"1828","YorkRiver","W4-VA",1,"MVP-JR-5","A673",31,18
"1829","YorkRiver","W5-NH",3,"MVP-NH-5","C068",32,26
"1830","YorkRiver","W5-NH",2,"MVP-NH-5","C068",21,16
"1831","YorkRiver","W5-NH",1,"MVP-NH-5","C068",19,16
"1832","YorkRiver","S2-DEBY",2,"MVP-DEBY-6","E522",34,24
"1833","YorkRiver","S2-DEBY",1,"MVP-DEBY-6","E522",31,22
"1834","YorkRiver","S2-DEBY",3,"MVP-DEBY-6","E522",62,45
"1835","YorkRiver","H2-SEEDMIX",2,"MVP-SEEDMIX-4","A759",43,27
"1837","YorkRiver","H2-SEEDMIX",1,"MVP-SEEDMIX-4","A759",37,25
"1838","YorkRiver","S2-DEBY",1,"MVP-DEBY-4","E590",37,21
"1839","YorkRiver","S2-DEBY",2,"MVP-DEBY-4","E590",40,24
"1840","YorkRiver","S2-DEBY",3,"MVP-DEBY-4","E590",39,24
"1841","YorkRiver","W4-VA",3,"MVP-JR-6","A806",32,20
"1842","YorkRiver","W4-VA",2,"MVP-JR-6","A806",33,22
"1843","YorkRiver","W4-VA",1,"MVP-JR-6","A806",28,18
"1844","Lewisetta","S2-DEBY",3,"MVP-DEBY-2","E164",70,48
"1845","Lewisetta","S2-DEBY",2,"MVP-DEBY-2","E164",42,25
"1846","Lewisetta","S2-DEBY",1,"MVP-DEBY-2","E164",36,21
"1847","Lewisetta","S2-DEBY",1,"MVP-DEBY-2","E191",40,26
"1848","Lewisetta","S2-DEBY",2,"MVP-DEBY-2","E191",52,38
"1849","YorkRiver","W1-TX",1,"MVP-TX-5","C024",35,22
"1850","YorkRiver","W1-TX",2,"MVP-TX-5","C024",44,27
"1851","Lewisetta","W4-VA",2,"MVP-JR-1","D740",33,27
"1852","Lewisetta","W4-VA",3,"MVP-JR-1","D740",72,47
"1853","Lewisetta","W5-NH",3,"MVP-NH-2","B262",44,30
"1854","Lewisetta","W5-NH",1,"MVP-NH-2","B262",28,17
"1855","Lewisetta","W5-NH",2,"MVP-NH-2","B262",34,23
"1856","YorkRiver","W1-TX",1,"MVP-TX-6","C396",35,25
"1857","YorkRiver","W1-TX",2,"MVP-TX-6","C396",45,31
"1858","YorkRiver","S2-DEBY",2,"MVP-DEBY-4","E616",37,25
"1860","YorkRiver","S2-DEBY",1,"MVP-DEBY-4","E616",33,21
"1861","Lewisetta","W3-FL",1,"MVP-FL-1","B435",40,27
"1862","Lewisetta","W3-FL",3,"MVP-FL-1","B435",82,41
"1863","Lewisetta","W3-FL",2,"MVP-FL-1","B435",48,28
"1864","YorkRiver","W5-NH",1,"MVP-NH-5","C050",36,24
"1866","Lewisetta","S2-DEBY",1,"MVP-DEBY-3","A035",45,26
"1867","Lewisetta","S2-DEBY",3,"MVP-DEBY-3","A035",108,54
"1868","Lewisetta","S2-DEBY",2,"MVP-DEBY-3","A035",49,30
"1869","YorkRiver","S1-LOLA",2,"MVP-LOLA-5","C198",37,23
"1870","YorkRiver","S1-LOLA",1,"MVP-LOLA-5","C198",35,20
"1871","YorkRiver","S1-LOLA",3,"MVP-LOLA-5","C198",63,35
"1873","Lewisetta","H2-SEEDMIX",1,"MVP-SEEDMIX-2","A346",39,32
"1874","Lewisetta","H2-SEEDMIX",2,"MVP-SEEDMIX-2","A346",47,38
"1875","YorkRiver","S1-LOLA",3,"MVP-LOLA-5","C192",69,39
"1876","YorkRiver","S1-LOLA",2,"MVP-LOLA-5","C192",51,36
"1877","YorkRiver","S1-LOLA",1,"MVP-LOLA-5","C192",46,28
"1878","YorkRiver","W2-LA",2,"MVP-LA-4","A514",25,18
"1879","YorkRiver","W2-LA",1,"MVP-LA-4","A514",22,16
"1880","YorkRiver","W2-LA",3,"MVP-LA-4","A514",44,36
"1881","Lewisetta","H2-SEEDMIX",3,"MVP-SEEDMIX-2","A356",55,36
"1882","Lewisetta","H2-SEEDMIX",1,"MVP-SEEDMIX-2","A356",30,22
"1883","Lewisetta","H2-SEEDMIX",2,"MVP-SEEDMIX-2","A356",36,26
"1885","Lewisetta","W6-ME",1,"MVP-ME-3","A239",38,28
"1886","Lewisetta","W6-ME",2,"MVP-ME-3","A239",42,28
"1887","YorkRiver","S2-DEBY",2,"MVP-DEBY-5","A577",41,27
"1888","YorkRiver","S2-DEBY",1,"MVP-DEBY-5","A577",37,24
"1889","YorkRiver","W1-TX",2,"MVP-TX-4","C256",41,30
"1890","YorkRiver","W1-TX",3,"MVP-TX-4","C256",45,37
"1891","YorkRiver","W1-TX",1,"MVP-TX-4","C256",35,26
"1892","YorkRiver","H1-HYBRIDMIX",1,"MVP-LARMIX-6","E347",44,29
"1894","YorkRiver","H1-HYBRIDMIX",2,"MVP-LARMIX-6","E347",45,30
"1895","Lewisetta","S2-DEBY",2,"MVP-DEBY-3","A040",39,32
"1896","Lewisetta","S2-DEBY",3,"MVP-DEBY-3","A040",81,51
"1897","Lewisetta","S2-DEBY",1,"MVP-DEBY-3","A040",34,27
"1898","Lewisetta","W1-TX",1,"MVP-TX-1","E151",36,28
"1899","Lewisetta","W1-TX",3,"MVP-TX-1","E151",67,47
"1900","Lewisetta","W1-TX",2,"MVP-TX-1","E151",41,30
"1901","Lewisetta","W2-LA",2,"MVP-LA-1","A072",41,29
"1902","Lewisetta","W2-LA",1,"MVP-LA-1","A072",38,28
"1903","Lewisetta","W2-LA",3,"MVP-LA-1","A072",97,63
"1904","Lewisetta","W6-ME",1,"MVP-ME-1","D780",35,22
"1905","Lewisetta","W6-ME",2,"MVP-ME-1","D780",45,31
"1906","Lewisetta","W6-ME",3,"MVP-ME-1","D780",60,35
"1907","YorkRiver","W1-TX",2,"MVP-TX-6","C371",41,30
"1908","YorkRiver","W1-TX",1,"MVP-TX-6","C371",33,22
"1909","YorkRiver","W6-ME",1,"MVP-ME-5","A817",45,26
"1910","YorkRiver","W6-ME",2,"MVP-ME-5","A817",45,26
"1911","YorkRiver","W3-FL",2,"MVP-FL-5","E489",29,17
"1912","YorkRiver","W3-FL",3,"MVP-FL-5","E489",60,40
"1913","YorkRiver","W3-FL",1,"MVP-FL-5","E489",27,15
"1914","Lewisetta","W6-ME",1,"MVP-ME-3","A211",48,31
"1915","Lewisetta","W6-ME",2,"MVP-ME-3","A211",53,32
"1916","Lewisetta","W3-FL",2,"MVP-FL-3","D773",41,32
"1917","Lewisetta","W3-FL",1,"MVP-FL-3","D773",40,27
"1918","Lewisetta","W3-FL",3,"MVP-FL-3","D773",75,49
"1919","YorkRiver","S1-LOLA",1,"MVP-LOLA-5","C165",40,25
"1920","YorkRiver","S1-LOLA",3,"MVP-LOLA-5","C165",52,28
"1921","YorkRiver","S1-LOLA",2,"MVP-LOLA-5","C165",41,26
"1922","YorkRiver","W4-VA",1,"MVP-JR-4","C146",34,21
"1923","YorkRiver","W4-VA",3,"MVP-JR-4","C146",63,43
"1924","YorkRiver","W4-VA",2,"MVP-JR-4","C146",39,21
"1925","Lewisetta","H1-HYBRIDMIX",3,"MVP-LARMIX-3","E256",46,40
"1926","Lewisetta","H1-HYBRIDMIX",2,"MVP-LARMIX-3","E256",43,34
"1927","Lewisetta","H1-HYBRIDMIX",1,"MVP-LARMIX-3","E256",42,29
"1928","Lewisetta","S2-DEBY",1,"MVP-DEBY-3","A005",40,30
"1929","Lewisetta","S2-DEBY",2,"MVP-DEBY-3","A005",39,28
"1930","Lewisetta","S2-DEBY",3,"MVP-DEBY-3","A005",35,28
"1931","YorkRiver","W3-FL",1,"MVP-FL-4","E391",44,22
"1932","YorkRiver","W3-FL",2,"MVP-FL-4","E391",49,22
"1933","YorkRiver","W4-VA",3,"MVP-JR-5","A668",63,45
"1934","YorkRiver","W4-VA",2,"MVP-JR-5","A668",35,23
"1935","YorkRiver","W4-VA",1,"MVP-JR-5","A668",31,22
"1936","YorkRiver","H1-HYBRIDMIX",2,"MVP-LARMIX-4","E333",43,28
"1937","YorkRiver","H1-HYBRIDMIX",1,"MVP-LARMIX-4","E333",39,24
"1938","Lewisetta","H2-SEEDMIX",3,"MVP-SEEDMIX-1","B130",65,35
"1939","Lewisetta","H2-SEEDMIX",2,"MVP-SEEDMIX-1","B130",36,21
"1940","Lewisetta","H2-SEEDMIX",1,"MVP-SEEDMIX-1","B130",30,18
"1941","Lewisetta","W2-LA",1,"MVP-LA-2","E295",35,26
"1942","YorkRiver","W6-ME",1,"MVP-ME-6","A623",33,18
"1943","YorkRiver","W6-ME",3,"MVP-ME-6","A623",56,44
"1944","YorkRiver","W6-ME",2,"MVP-ME-6","A623",39,23
"1945","Lewisetta","W2-LA",3,"MVP-LA-3","A183",70,54
"1946","Lewisetta","W2-LA",2,"MVP-LA-3","A183",39,35
"1947","Lewisetta","W2-LA",1,"MVP-LA-3","A183",34,25
"1948","Lewisetta","W4-VA",2,"MVP-JR-2","A099",31,30
"1949","Lewisetta","W4-VA",1,"MVP-JR-2","A099",27,21
"1950","Lewisetta","W4-VA",3,"MVP-JR-2","A099",61,36
"1951","YorkRiver","S1-LOLA",3,"MVP-LOLA-4","A931",73,46
"1952","YorkRiver","S1-LOLA",2,"MVP-LOLA-4","A931",47,27
"1953","YorkRiver","S1-LOLA",1,"MVP-LOLA-4","A931",45,27
"1954","YorkRiver","W5-NH",2,"MVP-NH-4","A482",28,21
"1955","YorkRiver","W5-NH",1,"MVP-NH-4","A482",29,21
"1956","YorkRiver","W6-ME",2,"MVP-ME-6","A618",44,24
"1957","YorkRiver","W6-ME",1,"MVP-ME-6","A618",37,24
"1958","YorkRiver","S1-LOLA",2,"MVP-LOLA-5","C177",41,25
"1959","YorkRiver","S1-LOLA",3,"MVP-LOLA-5","C177",34,21
"1960","YorkRiver","S1-LOLA",1,"MVP-LOLA-5","C177",37,22
"1961","Lewisetta","W3-FL",3,"MVP-FL-3","E126",65,40
"1962","Lewisetta","W3-FL",2,"MVP-FL-3","E126",28,18
"1963","Lewisetta","W3-FL",1,"MVP-FL-3","E126",29,19
"1964","YorkRiver","W1-TX",1,"MVP-TX-5","C021",30,23
"1965","YorkRiver","W1-TX",2,"MVP-TX-5","C021",35,32
"1966","Lewisetta","W6-ME",3,"MVP-ME-1","B312",55,37
"1967","Lewisetta","W6-ME",2,"MVP-ME-1","B312",36,21
"1968","Lewisetta","W6-ME",1,"MVP-ME-1","B312",29,17
"1969","Lewisetta","W4-VA",1,"MVP-JR-1","D770",42,23
"1970","Lewisetta","W4-VA",3,"MVP-JR-1","D770",68,37
"1971","Lewisetta","W4-VA",2,"MVP-JR-1","D770",50,29
"1972","Lewisetta","W4-VA",1,"MVP-JR-3","D776",44,27
"1973","Lewisetta","W4-VA",2,"MVP-JR-3","D776",48,31
"1974","Lewisetta","W1-TX",1,"MVP-TX-3","E007-B308",34,24
"1975","Lewisetta","W1-TX",2,"MVP-TX-3","E007-B308",40,27
"1976","Lewisetta","W1-TX",3,"MVP-TX-3","E007-B308",66,37
"1977","YorkRiver","H2-SEEDMIX",3,"MVP-SEEDMIX-6","C358",43,31
"1978","YorkRiver","H2-SEEDMIX",2,"MVP-SEEDMIX-6","C358",28,21
"1979","YorkRiver","H2-SEEDMIX",1,"MVP-SEEDMIX-6","C358",22,14
"1980","YorkRiver","H2-SEEDMIX",2,"MVP-SEEDMIX-4","A758",30,17
"1981","YorkRiver","H2-SEEDMIX",3,"MVP-SEEDMIX-4","A758",32,20
"1982","YorkRiver","H2-SEEDMIX",1,"MVP-SEEDMIX-4","A758",30,12
"1983","Lewisetta","W4-VA",3,"MVP-JR-2","A106",53,47
"1984","Lewisetta","W4-VA",1,"MVP-JR-2","A106",23,20
"1985","Lewisetta","W4-VA",2,"MVP-JR-2","A106",31,26
"1986","YorkRiver","W5-NH",2,"MVP-NH-6","C090",30,22
"1987","YorkRiver","W5-NH",1,"MVP-NH-6","C090",25,20
"1988","YorkRiver","W5-NH",3,"MVP-NH-6","C090",36,28
"1989","Lewisetta","W3-FL",2,"MVP-FL-3","E111",44,31
"1990","Lewisetta","W3-FL",3,"MVP-FL-3","E111",63,42
"1991","Lewisetta","W3-FL",1,"MVP-FL-3","E111",35,29
"1992","Lewisetta","S1-LOLA",3,"MVP-LOLA-2","A447",106,60
"1993","Lewisetta","S1-LOLA",2,"MVP-LOLA-2","A447",57,29
"1994","Lewisetta","S1-LOLA",1,"MVP-LOLA-2","A447",50,27
"1995","YorkRiver","W1-TX",3,"MVP-TX-6","C389",54,39
"1996","YorkRiver","W1-TX",1,"MVP-TX-6","C389",30,21
"1997","YorkRiver","W1-TX",2,"MVP-TX-6","C389",38,26
"1998","Lewisetta","W4-VA",1,"MVP-JR-3","D757",26,21
"1999","Lewisetta","W4-VA",3,"MVP-JR-3","D757",62,49
"2000","Lewisetta","W4-VA",2,"MVP-JR-3","D757",30,25
"2001","Lewisetta","W2-LA",2,"MVP-LA-3","B352",41,25
"2002","Lewisetta","W2-LA",1,"MVP-LA-3","B352",36,24
"2003","Lewisetta","W2-LA",3,"MVP-LA-3","B352",66,53
"2004","YorkRiver","W4-VA",2,"MVP-JR-6","A788",33,25
"2005","YorkRiver","W4-VA",1,"MVP-JR-6","A788",25,20
"2006","YorkRiver","W4-VA",3,"MVP-JR-6","A788",52,36
"2007","YorkRiver","W2-LA",2,"MVP-LA-5","C210",38,27
"2008","YorkRiver","W2-LA",1,"MVP-LA-5","C210",30,21
"2009","YorkRiver","W2-LA",3,"MVP-LA-5","C210",51,36
"2010","YorkRiver","W4-VA",3,"MVP-JR-5","A681",57,44
"2011","YorkRiver","W4-VA",2,"MVP-JR-5","A681",35,20
"2012","YorkRiver","W4-VA",1,"MVP-JR-5","A681",30,17
"2014","Lewisetta","W5-NH",2,"MVP-NH-2","B263",28,22
"2015","Lewisetta","W5-NH",1,"MVP-NH-2","B263",27,20
"2016","YorkRiver","H2-SEEDMIX",3,"MVP-SEEDMIX-5","A555",26,17
"2017","YorkRiver","H2-SEEDMIX",2,"MVP-SEEDMIX-5","A555",26,18
"2018","YorkRiver","H2-SEEDMIX",1,"MVP-SEEDMIX-5","A555",23,14
"2019","YorkRiver","S1-LOLA",2,"MVP-LOLA-5","C160",45,29
"2020","YorkRiver","S1-LOLA",1,"MVP-LOLA-5","C160",41,27
"2021","YorkRiver","S1-LOLA",3,"MVP-LOLA-5","C160",43,28
"2022","YorkRiver","W3-FL",1,"MVP-FL-4","E383",34,21
"2023","YorkRiver","W3-FL",3,"MVP-FL-4","E383",47,31
"2024","YorkRiver","W3-FL",2,"MVP-FL-4","E383",36,22
"2025","YorkRiver","W6-ME",1,"MVP-ME-6","A631",36,21
"2026","YorkRiver","W6-ME",2,"MVP-ME-6","A631",37,22
"2027","YorkRiver","W1-TX",1,"MVP-TX-6","C363",36,22
"2029","YorkRiver","W1-TX",2,"MVP-TX-6","C363",39,25
"2030","YorkRiver","S1-LOLA",3,"MVP-LOLA-4","A903",54,34
"2031","YorkRiver","S1-LOLA",2,"MVP-LOLA-4","A903",54,33
"2032","YorkRiver","S1-LOLA",1,"MVP-LOLA-4","A903",49,28
"2033","Lewisetta","H1-HYBRIDMIX",1,"MVP-LARMIX-2","A294",53,35
"2034","Lewisetta","H1-HYBRIDMIX",3,"MVP-LARMIX-2","A294",52,26
"2035","Lewisetta","H1-HYBRIDMIX",3,"MVP-LARMIX-2","A294",93,54
"2036","Lewisetta","H1-HYBRIDMIX",2,"MVP-LARMIX-2","A294",61,43
"2037","YorkRiver","S1-LOLA",2,"MVP-LOLA-4","A925",32,19
"2038","YorkRiver","S1-LOLA",3,"MVP-LOLA-4","A925",32,19
"2039","YorkRiver","S1-LOLA",1,"MVP-LOLA-4","A925",31,18
"2040","Lewisetta","W3-FL",2,"MVP-FL-1","2141",29,20
"2041","Lewisetta","W3-FL",3,"MVP-FL-1","2141",55,38
"2042","Lewisetta","W3-FL",1,"MVP-FL-1","2141",29,21
"2043","Lewisetta","S1-LOLA",3,"MVP-LOLA-1","B166",74,60
"2044","Lewisetta","S1-LOLA",1,"MVP-LOLA-1","B166",43,32
"2045","Lewisetta","S1-LOLA",2,"MVP-LOLA-1","B166",46,31
"2046","Lewisetta","H2-SEEDMIX",1,"MVP-SEEDMIX-1","B128",31,19
"2047","Lewisetta","H2-SEEDMIX",2,"MVP-SEEDMIX-1","B128",38,26
"2049","Lewisetta","W3-FL",3,"MVP-FL-3","E117",66,38
"2050","Lewisetta","W3-FL",2,"MVP-FL-3","E117",41,24
"2051","Lewisetta","W3-FL",1,"MVP-FL-3","E117",38,24
"2052","Lewisetta","S1-LOLA",1,"MVP-LOLA-2","A442",31,23
"2053","Lewisetta","S1-LOLA",2,"MVP-LOLA-2","A442",32,23
"2054","YorkRiver","W6-ME",2,"MVP-ME-4","C319",28,12
"2055","YorkRiver","W6-ME",1,"MVP-ME-4","C319",27,17
"2056","YorkRiver","W6-ME",1,"MVP-ME-4","C297",40,27
"2058","Lewisetta","W4-VA",3,"MVP-JR-2","A202",53,44
"2059","Lewisetta","W4-VA",1,"MVP-JR-2","A202",29,23
"2060","Lewisetta","W4-VA",2,"MVP-JR-2","A202",33,31
"2061","Lewisetta","S2-DEBY",3,"MVP-DEBY-2","E181",49,35
"2062","Lewisetta","S2-DEBY",1,"MVP-DEBY-2","E181",30,21
"2063","Lewisetta","S2-DEBY",2,"MVP-DEBY-2","E181",39,30
"2064","YorkRiver","H2-SEEDMIX",2,"MVP-SEEDMIX-5","A574",45,28
"2065","YorkRiver","H2-SEEDMIX",3,"MVP-SEEDMIX-5","A574",62,41
"2066","YorkRiver","H2-SEEDMIX",1,"MVP-SEEDMIX-5","A574",35,22
"2067","Lewisetta","W5-NH",2,"MVP-NH-1","B216",28,22
"2068","Lewisetta","W5-NH",1,"MVP-NH-1","B216",30,24
"2069","Lewisetta","W5-NH",3,"MVP-NH-1","B216",39,32
"2070","YorkRiver","W5-NH",1,"MVP-NH-6","C102",21,11
"2071","YorkRiver","W5-NH",2,"MVP-NH-6","C102",24,16
"2072","Lewisetta","S2-DEBY",3,"MVP-DEBY-3","A006",70,43
"2073","Lewisetta","S2-DEBY",1,"MVP-DEBY-3","A006",32,21
"2074","Lewisetta","S2-DEBY",2,"MVP-DEBY-3","A006",31,20
"2075","YorkRiver","W2-LA",1,"MVP-LA-4","A531",26,19
"2076","YorkRiver","W2-LA",3,"MVP-LA-4","A531",56,44
"2077","YorkRiver","W2-LA",2,"MVP-LA-4","A531",27,22
"2078","Lewisetta","W5-NH",2,"MVP-NH-1","B237",34,21
"2079","Lewisetta","W5-NH",1,"MVP-NH-1","B237",34,22
"2080","Lewisetta","W1-TX",1,"MVP-TX-2","B047",45,28
"2081","Lewisetta","W1-TX",3,"MVP-TX-2","B047",77,52
"2082","Lewisetta","W1-TX",2,"MVP-TX-2","B047",53,38
"2083","YorkRiver","W2-LA",1,"MVP-LA-5","C239",25,17
"2084","YorkRiver","W2-LA",3,"MVP-LA-5","C239",39,28
"2085","YorkRiver","W2-LA",2,"MVP-LA-5","C239",30,22
"2086","Lewisetta","W1-TX",3,"MVP-TX-3","E017",41,21
"2087","Lewisetta","W1-TX",1,"MVP-TX-3","E017",40,26
"2088","Lewisetta","W1-TX",2,"MVP-TX-3","E017",49,30
"2089","Lewisetta","W6-ME",3,"MVP-ME-1","D731",52,40
"2090","Lewisetta","W6-ME",1,"MVP-ME-1","D731",27,19
"2091","Lewisetta","W6-ME",2,"MVP-ME-1","D731",27,19
"2092","YorkRiver","W5-NH",2,"MVP-NH-6","C085",33,24
"2093","YorkRiver","W5-NH",1,"MVP-NH-6","C085",30,21
"2094","Lewisetta","W5-NH",3,"MVP-NH-1","B208",31,25
"2095","Lewisetta","W5-NH",2,"MVP-NH-1","B208",36,25
"2096","Lewisetta","W5-NH",1,"MVP-NH-1","B208",37,26
"2097","YorkRiver","S1-LOLA",1,"MVP-LOLA-4","A899",28,17
"2098","YorkRiver","S1-LOLA",2,"MVP-LOLA-4","A899",31,17
"2099","YorkRiver","S1-LOLA",3,"MVP-LOLA-4","A899",45,27
"2100","YorkRiver","W3-FL",3,"MVP-FL-4","E395",56,34
"2101","YorkRiver","W3-FL",1,"MVP-FL-4","E395",38,17
"2102","YorkRiver","W3-FL",2,"MVP-FL-4","E395",39,18
"2103","YorkRiver","W2-LA",2,"MVP-LA-6","A891",32,21
"2104","YorkRiver","W2-LA",1,"MVP-LA-6","A891",28,19
"2105","YorkRiver","W2-LA",3,"MVP-LA-6","A891",28,16
"2106","YorkRiver","S2-DEBY",1,"MVP-DEBY-4","E617",31,21
"2107","YorkRiver","S2-DEBY",2,"MVP-DEBY-4","E617",40,26
"2109","YorkRiver","W6-ME",1,"MVP-ME-6","A620",41,27
"2110","YorkRiver","W6-ME",2,"MVP-ME-6","A620",39,25
"2111","YorkRiver","W6-ME",3,"MVP-ME-6","A620",33,30
"2112","YorkRiver","W4-VA",1,"MVP-JR-5","A695",30,19
"2114","YorkRiver","W4-VA",2,"MVP-JR-5","A695",34,22
"2115","Lewisetta","S2-DEBY",3,"MVP-DEBY-2","E180",86,52
"2116","Lewisetta","S2-DEBY",1,"MVP-DEBY-2","E180",35,24
"2117","Lewisetta","S2-DEBY",2,"MVP-DEBY-2","E180",50,40
"2118","Lewisetta","W2-LA",3,"MVP-LA-3","A173",85,52
"2119","Lewisetta","W2-LA",2,"MVP-LA-3","A173",51,40
"2120","Lewisetta","W2-LA",1,"MVP-LA-3","A173",46,31
"2121","YorkRiver","W6-ME",3,"MVP-ME-6","A655",61,43
"2122","YorkRiver","W6-ME",2,"MVP-ME-6","A655",34,23
"2123","YorkRiver","W6-ME",1,"MVP-ME-6","A655",33,23
"2124","Lewisetta","W1-TX",1,"MVP-TX-2","B065",44,30
"2126","Lewisetta","W1-TX",2,"MVP-TX-2","B065",50,35
"2127","Lewisetta","W1-TX",1,"MVP-TX-3","E031-B303",25,18
"2128","Lewisetta","W1-TX",2,"MVP-TX-3","E031-B303",34,27
"2129","Lewisetta","W1-TX",3,"MVP-TX-3","E031-B303",51,33
"2130","YorkRiver","W6-ME",1,"MVP-ME-5","A840",32,20
"2131","YorkRiver","W6-ME",2,"MVP-ME-5","A840",32,19
"2132","YorkRiver","W6-ME",3,"MVP-ME-5","A840",32,17
"2133","Lewisetta","W4-VA",2,"MVP-JR-2","A102",40,27
"2134","Lewisetta","W4-VA",1,"MVP-JR-2","A102",33,24
"2135","Lewisetta","W4-VA",3,"MVP-JR-2","A102",53,42
"2136","Lewisetta","S2-DEBY",2,"MVP-DEBY-3","A026",43,26
"2137","Lewisetta","S2-DEBY",3,"MVP-DEBY-3","A026",85,59
"2138","Lewisetta","S2-DEBY",1,"MVP-DEBY-3","A026",38,24
"2139","Lewisetta","S2-DEBY",3,"MVP-DEBY-3","A026",67,46
"2140","YorkRiver","H2-SEEDMIX",1,"MVP-SEEDMIX-5","A554",22,14
"2141","YorkRiver","H2-SEEDMIX",2,"MVP-SEEDMIX-5","A554",28,21
"2142","Lewisetta","S2-DEBY",3,"MVP-DEBY-3","A001",70,44
"2143","Lewisetta","S2-DEBY",2,"MVP-DEBY-3","A001",42,28
"2144","Lewisetta","S2-DEBY",1,"MVP-DEBY-3","A001",36,22
"2145","YorkRiver","H1-HYBRIDMIX",2,"MVP-LARMIX-4","E319",43,27
"2146","YorkRiver","H1-HYBRIDMIX",1,"MVP-LARMIX-4","E319",37,19
"2148","YorkRiver","W4-VA",1,"MVP-JR-6","JR-6-extra",22,16
"2149","YorkRiver","W4-VA",1,"MVP-JR-6","JR-6-extra",20,13
"2150","YorkRiver","W4-VA",1,"MVP-JR-6","JR-6-extra",15,11
"2151","YorkRiver","W4-VA",1,"MVP-JR-6","JR-6-extra",20,12
"2152","YorkRiver","W4-VA",1,"MVP-JR-6","JR-6-extra",20,12
"2153","YorkRiver","W4-VA",1,"MVP-JR-6","JR-6-extra",15,9
"2154","YorkRiver","W4-VA",1,"MVP-JR-6","JR-6-extra",16,12
"2155","YorkRiver","W3-FL",2,"MVP-FL-6","E572",45,24
"2156","YorkRiver","W3-FL",1,"MVP-FL-6","E572",39,21
"2157","YorkRiver","W3-FL",3,"MVP-FL-6","E572",55,34
"2158","YorkRiver","H2-SEEDMIX",3,"MVP-SEEDMIX-6","C335",60,41
"2159","YorkRiver","H2-SEEDMIX",2,"MVP-SEEDMIX-6","C335",46,35
"2160","YorkRiver","H2-SEEDMIX",1,"MVP-SEEDMIX-6","C335",36,21
"2161","YorkRiver","W3-FL",3,"MVP-FL-6","E560",44,23
"2162","YorkRiver","W3-FL",1,"MVP-FL-6","E560",39,21
"2163","YorkRiver","W3-FL",2,"MVP-FL-6","E560",42,22
"2164","Lewisetta","W3-FL",3,"MVP-FL-1","D787",67,59
"2165","Lewisetta","W3-FL",1,"MVP-FL-1","D787",36,31
"2166","Lewisetta","W3-FL",2,"MVP-FL-1","D787",40,28
"2167","Lewisetta","S1-LOLA",2,"MVP-LOLA-1","B172",39,24
"2168","Lewisetta","S1-LOLA",1,"MVP-LOLA-1","B172",35,23
"2169","Lewisetta","S1-LOLA",3,"MVP-LOLA-1","B172",75,48
"2170","Lewisetta","S1-LOLA",3,"MVP-LOLA-3","A291",106,56
"2171","Lewisetta","S1-LOLA",2,"MVP-LOLA-3","A291",39,19
"2172","Lewisetta","S1-LOLA",1,"MVP-LOLA-3","A291",34,17
"2173","Lewisetta","H2-SEEDMIX",3,"MVP-SEEDMIX-3","B102",59,41
"2174","Lewisetta","H2-SEEDMIX",1,"MVP-SEEDMIX-3","B102",35,27
"2175","Lewisetta","H2-SEEDMIX",2,"MVP-SEEDMIX-3","B102",40,36
"2176","Lewisetta","H2-SEEDMIX",2,"MVP-SEEDMIX-3","B093",49,31
"2177","Lewisetta","H2-SEEDMIX",3,"MVP-SEEDMIX-3","B093",90,49
"2178","Lewisetta","H2-SEEDMIX",1,"MVP-SEEDMIX-3","B093",41,29
"2179","YorkRiver","H1-HYBRIDMIX",3,"MVP-LARMIX-6","E352",77,49
"2180","YorkRiver","H1-HYBRIDMIX",2,"MVP-LARMIX-6","E352",42,33
"2181","YorkRiver","H1-HYBRIDMIX",1,"MVP-LARMIX-6","E352",52,36
"2182","Lewisetta","W4-VA",1,"MVP-JR-2","A103",27,25
"2183","Lewisetta","W4-VA",3,"MVP-JR-2","A103",65,45
"2184","Lewisetta","W4-VA",2,"MVP-JR-2","A103",39,32
"2185","YorkRiver","H1-HYBRIDMIX",3,"MVP-LARMIX-6","E354",68,40
"2186","YorkRiver","H1-HYBRIDMIX",1,"MVP-LARMIX-6","E354",32,16
"2187","YorkRiver","H1-HYBRIDMIX",2,"MVP-LARMIX-6","E354",33,19
"2188","YorkRiver","W3-FL",2,"MVP-FL-6","E577",33,19
"2189","YorkRiver","W3-FL",1,"MVP-FL-6","E577",32,18
"2190","Lewisetta","S1-LOLA",3,"MVP-LOLA-3","A261",79,56
"2191","Lewisetta","S1-LOLA",2,"MVP-LOLA-3","A261",39,28
"2192","Lewisetta","S1-LOLA",1,"MVP-LOLA-3","A261",34,22
"2193","YorkRiver","S2-DEBY",2,"MVP-DEBY-5","A588",45,29
"2194","YorkRiver","S2-DEBY",1,"MVP-DEBY-5","A588",40,26
"2195","YorkRiver","S2-DEBY",3,"MVP-DEBY-5","A588",62,43
"2196","YorkRiver","S2-DEBY",1,"MVP-DEBY-4","E612",43,25
"2197","YorkRiver","S2-DEBY",3,"MVP-DEBY-4","E612",72,50
"2198","YorkRiver","S2-DEBY",2,"MVP-DEBY-4","E612",53,29
"2200","Lewisetta","W6-ME",1,"MVP-ME-3","A251",47,29
"2201","Lewisetta","W6-ME",2,"MVP-ME-3","A251",48,30
"2202","YorkRiver","H1-HYBRIDMIX",2,"MVP-LARMIX-5","A711",29,20
