"","site_name","site_day_key","site_day_label","day_trt","day_an","day","date","image_label","shell_length_um","shell_length_mm"
"1864","W6-ME","ED55FA8A","ME_19_Eyed","19_Eyed","15-21",19,"2023-05-28","ME_19_eyed_31",331.609,0.331609
"1865","W6-ME","ED55FA8A","ME_19_Eyed","19_Eyed","15-21",19,"2023-05-28","ME_19_eyed_32",296.837,0.296837
"1866","W6-ME","ED55FA8A","ME_19_Eyed","19_Eyed","15-21",19,"2023-05-28","ME_19_eyed_32",342.228,0.342228
"1867","W6-ME","ED55FA8A","ME_19_Eyed","19_Eyed","15-21",19,"2023-05-28","ME_19_eyed_33",350.318,0.350318
"1868","W6-ME","ED55FA8A","ME_19_Eyed","19_Eyed","15-21",19,"2023-05-28","ME_19_eyed_33",320.656,0.320656
"1869","W6-ME","ED55FA8A","ME_19_Eyed","19_Eyed","15-21",19,"2023-05-28","ME_19_eyed_33",347.122,0.347122
"1870","W6-ME","ED55FA8A","ME_19_Eyed","19_Eyed","15-21",19,"2023-05-28","ME_19_eyed_34",325.336,0.325336
"1871","W6-ME","ED55FA8A","ME_19_Eyed","19_Eyed","15-21",19,"2023-05-28","ME_19_eyed_34",328.46,0.32846
"1872","W6-ME","E032C281","ME_21_Small","21_Small","15-21",21,"2023-05-30","ME_19_eyed_34",330.44,0.33044
"2005","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_1",14990.175,14.990175
"2006","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_1",13182.636,13.182636
"2007","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_1",13171.077,13.171077
"2008","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_1",8003.881,8.003881
"2009","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_1",10462.573,10.462573
"2010","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_1",15460.211,15.460211
"2011","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_1",12172.087,12.172087
"2012","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_1",10344.313,10.344313
"2013","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_1",11095.286,11.095286
"2014","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_1",11152.381,11.152381
"2015","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_1",18879.245,18.879245
"2016","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_1",5365.185,5.365185
"2017","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_1",14367.194,14.367194
"2018","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_1",15712.105,15.712105
"2019","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_1",6846.616,6.846616
"2020","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_1",11861.555,11.861555
"2021","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_1",16482.422,16.482422
"2022","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_1",9501.98,9.50198
"2023","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_1",9483.286,9.483286
"2024","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_1",16344.761,16.344761
"2025","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_1",9684.181,9.684181
"2026","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_1",15337.726,15.337726
"2027","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_1",17701.948,17.701948
"2028","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_1",10250.54,10.25054
"2029","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_1",7673.273,7.673273
"2030","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_1",11028.044,11.028044
"2031","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_1",14515.057,14.515057
"2032","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_1",12348.603,12.348603
"2033","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_1",5248.994,5.248994
"2034","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_1",15712.246,15.712246
"2035","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_1",12922.748,12.922748
"2036","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_1",18715.577,18.715577
"2037","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_1",17764.656,17.764656
"2038","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_1",8155.603,8.155603
"2039","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_1",11363.397,11.363397
"2040","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_1",9030.161,9.030161
"2041","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_1",10112.564,10.112564
"2042","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_1",12212.778,12.212778
"2043","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_1",17897.015,17.897015
"2044","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_1",10386.184,10.386184
"2045","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_1",21570.227,21.570227
"2046","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_1",16730.682,16.730682
"2047","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_1",7660.543,7.660543
"2048","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_1",14780.564,14.780564
"2049","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_1",17008.729,17.008729
"2050","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_1",11681.098,11.681098
"2051","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_1",14690.649,14.690649
"2052","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_2",16668.206,16.668206
"2053","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_2",15975.309,15.975309
"2054","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_2",11657.508,11.657508
"2055","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_2",19571.438,19.571438
"2056","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_2",15095.028,15.095028
"2057","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_2",10898.022,10.898022
"2058","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_2",13197.311,13.197311
"2059","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_2",9193.103,9.193103
"2060","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_2",17090.008,17.090008
"2061","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_2",23578.683,23.578683
"2062","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_2",11711.188,11.711188
"2063","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_2",13273.539,13.273539
"2064","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_2",10049.254,10.049254
"2065","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_2",11042.283,11.042283
"2066","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_2",9968.449,9.968449
"2067","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_2",16891.109,16.891109
"2068","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_2",19770.543,19.770543
"2069","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_2",20658.327,20.658327
"2070","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_2",18010.765,18.010765
"2071","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_2",10543.028,10.543028
"2072","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_2",10218.051,10.218051
"2073","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_2",17374.2,17.3742
"2074","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_2",18730.551,18.730551
"2075","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_2",18439.584,18.439584
"2076","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_2",17562.377,17.562377
"2077","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_2",13246.887,13.246887
"2078","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_2",16785.946,16.785946
"2079","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_2",16809.2,16.8092
"2080","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_2",10311.988,10.311988
"2081","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_2",14033.88,14.03388
"2082","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_2",14882.822,14.882822
"2083","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_2",17539.315,17.539315
"2084","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_2",17996.176,17.996176
"2085","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_2",11901.32,11.90132
"2086","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_2",15891.629,15.891629
"2087","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_2",11164.308,11.164308
"2088","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_2",18557.352,18.557352
"2089","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_2",18017.373,18.017373
"2090","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_2",17243.049,17.243049
"2091","W6-ME","AB196470","ME_78_Predep","78_Predep","78",78,"2023-07-26","ME_PreDep_2",17174.693,17.174693
"2802","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_1",294.718,0.294718
"2803","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_2",301.18,0.30118
"2804","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_3",284.531,0.284531
"2805","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_4",303.693,0.303693
"2806","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_4",287.381,0.287381
"2807","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_4",289.666,0.289666
"2808","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_5",303.33,0.30333
"2809","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_5",294.46,0.29446
"2810","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_6",297.831,0.297831
"2811","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_6",308.674,0.308674
"2812","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_7",291.058,0.291058
"2813","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_7",310.823,0.310823
"2814","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_7",284.458,0.284458
"2815","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_7",311.828,0.311828
"2816","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_8",289.573,0.289573
"2817","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_8",313.482,0.313482
"2818","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_9",280.594,0.280594
"2819","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_9",301.144,0.301144
"2820","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_9",315.859,0.315859
"2821","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_9",267.051,0.267051
"2822","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_10",280.991,0.280991
"2823","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_10",299.156,0.299156
"2824","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_11",291.702,0.291702
"2825","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_11",310.672,0.310672
"2826","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_12",330.587,0.330587
"2827","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_12",303.002,0.303002
"2828","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_12",296.656,0.296656
"2829","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_12",302.069,0.302069
"2830","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_13",292.029,0.292029
"2831","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_13",303.618,0.303618
"2832","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_13",290.316,0.290316
"2833","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_14",299.868,0.299868
"2834","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_14",298.337,0.298337
"2835","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_14",308.445,0.308445
"2836","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_14",312.754,0.312754
"2837","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_14",291.51,0.29151
"2838","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_15",294.945,0.294945
"2839","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_15",313.27,0.31327
"2840","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_15",300.509,0.300509
"2841","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_15",273.613,0.273613
"2842","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_15",292.316,0.292316
"2843","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_16",301.463,0.301463
"2844","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_16",327.6,0.3276
"2845","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_16",304.274,0.304274
"2846","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_16",307.631,0.307631
"2847","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_16",292.113,0.292113
"2848","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_16",303.027,0.303027
"2849","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_16",303.586,0.303586
"2850","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_17",301.444,0.301444
"2851","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_17",287.547,0.287547
"2852","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_17",266.529,0.266529
"2853","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_17",276.645,0.276645
"2854","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_17",308.016,0.308016
"2855","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_17",286.076,0.286076
"2856","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_18",309.972,0.309972
"2857","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_18",292.191,0.292191
"2858","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_18",291.985,0.291985
"2859","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_18",298.777,0.298777
"2860","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_18",301.215,0.301215
"2861","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_18",305.484,0.305484
"2862","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_18",306.523,0.306523
"2863","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_18",277.746,0.277746
"2864","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_19",292.976,0.292976
"2865","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_19",310.84,0.31084
"2866","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_19",299.064,0.299064
"2867","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_19",309.822,0.309822
"2868","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_20",309.016,0.309016
"2869","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_20",310.875,0.310875
"2870","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_20",297.418,0.297418
"2871","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_20",309.455,0.309455
"2872","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_20",323.256,0.323256
"2873","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_21",286.736,0.286736
"2874","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_21",302.697,0.302697
"2875","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_21",307.87,0.30787
"2876","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_21",306.558,0.306558
"2877","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_21",294.3,0.2943
"2878","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_21",312.784,0.312784
"2879","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_21",291.942,0.291942
"2880","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_22",302.295,0.302295
"2881","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_22",281.691,0.281691
"2882","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_22",296.987,0.296987
"2883","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_22",282.773,0.282773
"2884","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_22",304.085,0.304085
"2885","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_23",305.638,0.305638
"2886","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_23",309.82,0.30982
"2887","W5-NH","15A6594F","NH_19_Eyed","19_Eyed","15-21",19,"2023-05-28","NH_19_eyed_23",295.738,0.295738
"2888","W5-NH","14A04A81","NH_19_Small","19_Small","15-21",19,"2023-05-28","NH_19_eyed_23",306.252,0.306252
"3064","W5-NH","3B3C0FBC","NH_78_Predep","78_Predep","78",78,"2023-07-26","NH_PreDep_1",14167.5,14.1675
"3065","W5-NH","3B3C0FBC","NH_78_Predep","78_Predep","78",78,"2023-07-26","NH_PreDep_1",11382.828,11.382828
"3066","W5-NH","3B3C0FBC","NH_78_Predep","78_Predep","78",78,"2023-07-26","NH_PreDep_1",8074.773,8.074773
"3067","W5-NH","3B3C0FBC","NH_78_Predep","78_Predep","78",78,"2023-07-26","NH_PreDep_1",12207.315,12.207315
"3068","W5-NH","3B3C0FBC","NH_78_Predep","78_Predep","78",78,"2023-07-26","NH_PreDep_1",9607.416,9.607416
"3069","W5-NH","3B3C0FBC","NH_78_Predep","78_Predep","78",78,"2023-07-26","NH_PreDep_1",9377.919,9.377919
"3070","W5-NH","3B3C0FBC","NH_78_Predep","78_Predep","78",78,"2023-07-26","NH_PreDep_1",9410.425,9.410425
"3071","W5-NH","3B3C0FBC","NH_78_Predep","78_Predep","78",78,"2023-07-26","NH_PreDep_1",9511.892,9.511892
"3072","W5-NH","3B3C0FBC","NH_78_Predep","78_Predep","78",78,"2023-07-26","NH_PreDep_1",6911.285,6.911285
"3073","W5-NH","3B3C0FBC","NH_78_Predep","78_Predep","78",78,"2023-07-26","NH_PreDep_1",10557.346,10.557346
"3074","W5-NH","3B3C0FBC","NH_78_Predep","78_Predep","78",78,"2023-07-26","NH_PreDep_1",8706.039,8.706039
"3075","W5-NH","3B3C0FBC","NH_78_Predep","78_Predep","78",78,"2023-07-26","NH_PreDep_1",10592.773,10.592773
"3076","W5-NH","3B3C0FBC","NH_78_Predep","78_Predep","78",78,"2023-07-26","NH_PreDep_1",12873.266,12.873266
"3077","W5-NH","3B3C0FBC","NH_78_Predep","78_Predep","78",78,"2023-07-26","NH_PreDep_1",7154.463,7.154463
"3078","W5-NH","3B3C0FBC","NH_78_Predep","78_Predep","78",78,"2023-07-26","NH_PreDep_1",9951.296,9.951296
"3079","W5-NH","3B3C0FBC","NH_78_Predep","78_Predep","78",78,"2023-07-26","NH_PreDep_1",8147.182,8.147182
"3080","W5-NH","3B3C0FBC","NH_78_Predep","78_Predep","78",78,"2023-07-26","NH_PreDep_1",8634.813,8.634813
"3081","W5-NH","3B3C0FBC","NH_78_Predep","78_Predep","78",78,"2023-07-26","NH_PreDep_1",7059.33,7.05933
"3082","W5-NH","3B3C0FBC","NH_78_Predep","78_Predep","78",78,"2023-07-26","NH_PreDep_1",9589.12,9.58912
"3083","W5-NH","3B3C0FBC","NH_78_Predep","78_Predep","78",78,"2023-07-26","NH_PreDep_1",8653.323,8.653323
"3084","W5-NH","3B3C0FBC","NH_78_Predep","78_Predep","78",78,"2023-07-26","NH_PreDep_1",4507.555,4.507555
"3085","W5-NH","3B3C0FBC","NH_78_Predep","78_Predep","78",78,"2023-07-26","NH_PreDep_1",8120.315,8.120315
"3086","W5-NH","3B3C0FBC","NH_78_Predep","78_Predep","78",78,"2023-07-26","NH_PreDep_1",8681.8,8.6818
"3087","W5-NH","3B3C0FBC","NH_78_Predep","78_Predep","78",78,"2023-07-26","NH_PreDep_1",11755.642,11.755642
"3088","W5-NH","3B3C0FBC","NH_78_Predep","78_Predep","78",78,"2023-07-26","NH_PreDep_1",10363.632,10.363632
"3089","W5-NH","3B3C0FBC","NH_78_Predep","78_Predep","78",78,"2023-07-26","NH_PreDep_1",13234.471,13.234471
"3090","W5-NH","3B3C0FBC","NH_78_Predep","78_Predep","78",78,"2023-07-26","NH_PreDep_1",7809.688,7.809688
"3091","W5-NH","3B3C0FBC","NH_78_Predep","78_Predep","78",78,"2023-07-26","NH_PreDep_1",8395.7,8.3957
"3092","W5-NH","3B3C0FBC","NH_78_Predep","78_Predep","78",78,"2023-07-26","NH_PreDep_1",6159.031,6.159031
"3093","W5-NH","3B3C0FBC","NH_78_Predep","78_Predep","78",78,"2023-07-26","NH_PreDep_1",1138,1.138
"3094","W5-NH","3B3C0FBC","NH_78_Predep","78_Predep","78",78,"2023-07-26","NH_PreDep_1",8416.708,8.416708
"3095","W5-NH","3B3C0FBC","NH_78_Predep","78_Predep","78",78,"2023-07-26","NH_PreDep_1",13307.617,13.307617
