"phenotyping_key","phenotyping_label","phenotyping_bag_key","phenotyping_timestamp","shell_length_mm","shell_width_mm","tissue_wetweight_g","shell_dryweight_g","tissue_dryweight_g","phenotyping_notes","macroparasites","username","phenBags_TissueCollected","phenBags_VialLabel","FreezerBox_ID","phenBags_VialBuffer","phenBags_tissueType","phenBags_ShellBagID","CI","samplingTimePoint","site","population","bagID","grouping","site.pop"
"2066507f","2023-11-9_MVP-SEEDMIX-1__262","1eb9ebe3","2023-12-14",52,29,1.36,5.83,0.18,NA,NA,"zeasegnitz@gmail.com",FALSE,NA,NA,NA,NA,NA,3.08747855917667,"2023-11","LEW","H2-SEEDMIX","SEEDMIX-1","Mixtures","LEW.SEEDMIX"
"edf6cc8e","2023-11-9_MVP-TX-2__263","180f94c9","2023-12-14",40,22,0.81,3.61,0.1,NA,NA,"zeasegnitz@gmail.com",FALSE,NA,NA,NA,NA,NA,2.77008310249307,"2023-11","LEW","W1-TX","TX-2","Wild","LEW.TX"
"99f88718","2023-11-9_MVP-TX-2__264","180f94c9","2023-12-14",44,32,1.58,5.52,0.11,NA,NA,"zeasegnitz@gmail.com",FALSE,NA,NA,NA,NA,NA,1.99275362318841,"2023-11","LEW","W1-TX","TX-2","Wild","LEW.TX"
"9a3183dd","2023-11-9_MVP-TX-2__265","180f94c9","2023-12-14",48,31,1.82,5.88,0.16,NA,NA,"zeasegnitz@gmail.com",FALSE,NA,NA,NA,NA,NA,2.72108843537415,"2023-11","LEW","W1-TX","TX-2","Wild","LEW.TX"
"f7874eff","2023-11-9_MVP-TX-2__266","180f94c9","2023-12-14",40,28,1.33,4.66,0.13,NA,NA,"zeasegnitz@gmail.com",FALSE,NA,NA,NA,NA,NA,2.78969957081545,"2023-11","LEW","W1-TX","TX-2","Wild","LEW.TX"
"e3584476","2023-11-9_MVP-NH-2__267","d2f5128b","2023-12-14",25,16,0.19,0.86,0.04,NA,NA,"zeasegnitz@gmail.com",FALSE,NA,NA,NA,NA,NA,4.65116279069767,"2023-11","LEW","W5-NH","NH-2","Wild","LEW.NH"
"591d56af","2023-11-9_MVP-NH-2__268","d2f5128b","2023-12-14",27,22,0.41,1.61,0.09,NA,NA,"zeasegnitz@gmail.com",FALSE,NA,NA,NA,NA,NA,5.59006211180124,"2023-11","LEW","W5-NH","NH-2","Wild","LEW.NH"
"21ba66b5","2023-11-9_MVP-NH-2__269","d2f5128b","2023-12-14",15,11,0.07,0.39,0.02,NA,NA,"zeasegnitz@gmail.com",FALSE,NA,NA,NA,NA,NA,5.12820512820513,"2023-11","LEW","W5-NH","NH-2","Wild","LEW.NH"
"7572a19c","2023-11-9_MVP-NH-2__270","d2f5128b","2023-12-14",19,15,0.15,0.78,0.04,NA,NA,"zeasegnitz@gmail.com",FALSE,NA,NA,NA,NA,NA,5.12820512820513,"2023-11","LEW","W5-NH","NH-2","Wild","LEW.NH"
"65c46f88","2023-11-9_MVP-NH-2__271","d2f5128b","2023-12-14",25,22,0.6,1.91,0.08,NA,NA,"zeasegnitz@gmail.com",FALSE,NA,NA,NA,NA,NA,4.18848167539267,"2023-11","LEW","W5-NH","NH-2","Wild","LEW.NH"
"a43a51b5","2023-11-9_MVP-NH-3__272","2c1d72d6","2023-12-14",28,22,0.46,1.69,0.06,NA,NA,"zeasegnitz@gmail.com",FALSE,NA,NA,NA,NA,NA,3.55029585798817,"2023-11","LEW","W5-NH","NH-3","Wild","LEW.NH"
"f49dd6ee","2023-11-9_MVP-NH-3__273","2c1d72d6","2023-12-14",29,19,0.3,1.58,0.04,NA,NA,"zeasegnitz@gmail.com",FALSE,NA,NA,NA,NA,NA,2.53164556962025,"2023-11","LEW","W5-NH","NH-3","Wild","LEW.NH"
"42356c1e","2023-11-9_MVP-NH-3__274","2c1d72d6","2023-12-14",26,20,0.31,1.65,0.05,NA,NA,"zeasegnitz@gmail.com",FALSE,NA,NA,NA,NA,NA,3.03030303030303,"2023-11","LEW","W5-NH","NH-3","Wild","LEW.NH"
"6dcc584c","2023-11-9_MVP-NH-3__275","2c1d72d6","2023-12-14",46,36,2.16,6.89,0.24,NA,NA,"zeasegnitz@gmail.com",FALSE,NA,NA,NA,NA,NA,3.4833091436865,"2023-11","LEW","W5-NH","NH-3","Wild","LEW.NH"
"5b553909","2023-11-9_MVP-NH-3__276","2c1d72d6","2023-12-14",25,17,0.4,1.41,0.05,NA,NA,"zeasegnitz@gmail.com",FALSE,NA,NA,NA,NA,NA,3.54609929078014,"2023-11","LEW","W5-NH","NH-3","Wild","LEW.NH"
"126ec7e2","2023-11-7_MVP-TX-3__277","13ed2551","2023-12-14",32,22,0.55,3.92,0.08,NA,NA,"zeasegnitz@gmail.com",FALSE,NA,NA,NA,NA,NA,2.04081632653061,"2023-11","LEW","W1-TX","TX-3","Wild","LEW.TX"
"528698fa","2023-11-7_MVP-TX-3__278","13ed2551","2023-12-14",27,22,0.41,2.65,0.04,NA,NA,"zeasegnitz@gmail.com",FALSE,NA,NA,NA,NA,NA,1.50943396226415,"2023-11","LEW","W1-TX","TX-3","Wild","LEW.TX"
"51302cd0","2023-11-7_MVP-TX-3__279","13ed2551","2023-12-14",27,23,0.38,3.26,0.5,NA,NA,"zeasegnitz@gmail.com",FALSE,NA,NA,NA,NA,NA,15.3374233128834,"2023-11","LEW","W1-TX","TX-3","Wild","LEW.TX"
"6c137fbd","2023-11-7_MVP-TX-3__280","13ed2551","2023-12-14",59,34,2.12,8.6,0.19,NA,NA,"zeasegnitz@gmail.com",FALSE,NA,NA,NA,NA,NA,2.2093023255814,"2023-11","LEW","W1-TX","TX-3","Wild","LEW.TX"
"70a481ac","2023-11-7_MVP-TX-3__281","13ed2551","2023-12-14",48,32,1.4,6.77,0.12,NA,NA,"zeasegnitz@gmail.com",FALSE,NA,NA,NA,NA,NA,1.7725258493353,"2023-11","LEW","W1-TX","TX-3","Wild","LEW.TX"
"be18f3b2","2023-11-7_MVP-JR-1__282","f45c5f37","2023-12-14",25,20,0.49,1.37,0.07,NA,NA,"zeasegnitz@gmail.com",FALSE,NA,NA,NA,NA,NA,5.10948905109489,"2023-11","LEW","W4-VA","JR-1","Wild","LEW.VA"
"3e8c56df","2023-11-7_MVP-JR-1__283","f45c5f37","2023-12-14",39,30,1.27,4.02,0.18,NA,NA,"zeasegnitz@gmail.com",FALSE,NA,NA,NA,NA,NA,4.47761194029851,"2023-11","LEW","W4-VA","JR-1","Wild","LEW.VA"
"bde05c3d","2023-11-7_MVP-JR-1__284","f45c5f37","2023-12-14",34,26,0.67,2.83,0.1,NA,NA,"zeasegnitz@gmail.com",FALSE,NA,NA,NA,NA,NA,3.53356890459364,"2023-11","LEW","W4-VA","JR-1","Wild","LEW.VA"
"053e16fb","2023-11-7_MVP-JR-1__285","f45c5f37","2023-12-14",36,26,1.04,3.08,0.13,NA,NA,"zeasegnitz@gmail.com",FALSE,NA,NA,NA,NA,NA,4.22077922077922,"2023-11","LEW","W4-VA","JR-1","Wild","LEW.VA"
"68d85fe6","2023-11-7_MVP-JR-1__286","f45c5f37","2023-12-14",15,12,0.07,0.34,0.04,NA,NA,"zeasegnitz@gmail.com",FALSE,NA,NA,NA,NA,NA,11.7647058823529,"2023-11","LEW","W4-VA","JR-1","Wild","LEW.VA"
"a62a88f6","2023-11-9_MVP-LOLA-2__287","167a3926","2023-12-14",45,26,1.26,4.59,0.1,NA,NA,"zeasegnitz@gmail.com",FALSE,NA,NA,NA,NA,NA,2.17864923747277,"2023-11","LEW","S1-LOLA","LOLA-2","Selection","LEW.LOLA"
"d1d24a6e","2023-11-9_MVP-LOLA-2__288","167a3926","2023-12-14",31,19,0.32,1.62,0.03,NA,NA,"zeasegnitz@gmail.com",FALSE,NA,NA,NA,NA,NA,1.85185185185185,"2023-11","LEW","S1-LOLA","LOLA-2","Selection","LEW.LOLA"
"51408c99","2023-11-9_MVP-LOLA-2__289","167a3926","2023-12-14",50,30,2.08,5.83,0.2,NA,NA,"zeasegnitz@gmail.com",FALSE,NA,NA,NA,NA,NA,3.43053173241852,"2023-11","LEW","S1-LOLA","LOLA-2","Selection","LEW.LOLA"
"b2083223","2023-11-9_MVP-LOLA-2__290","167a3926","2023-12-14",42,25,1.19,3.95,0.11,NA,NA,"zeasegnitz@gmail.com",FALSE,NA,NA,NA,NA,NA,2.78481012658228,"2023-11","LEW","S1-LOLA","LOLA-2","Selection","LEW.LOLA"
"135c6227","2023-11-9_MVP-LOLA-2__291","167a3926","2023-12-14",43,33,1.98,6.83,0.18,NA,NA,"zeasegnitz@gmail.com",FALSE,NA,NA,NA,NA,NA,2.63543191800878,"2023-11","LEW","S1-LOLA","LOLA-2","Selection","LEW.LOLA"
"9c9f5cbc","2023-11-9_MVP-SEEDMIX-2__292","20596811","2023-12-14",30,25,0.41,1.51,0.02,NA,NA,"zeasegnitz@gmail.com",FALSE,NA,NA,NA,NA,NA,1.32450331125828,"2023-11","LEW","H2-SEEDMIX","SEEDMIX-2","Mixtures","LEW.SEEDMIX"
"b9b0e239","2023-11-9_MVP-SEEDMIX-2__293","20596811","2023-12-14",52,35,2.59,7.36,0.25,NA,NA,"zeasegnitz@gmail.com",FALSE,NA,NA,NA,NA,NA,3.39673913043478,"2023-11","LEW","H2-SEEDMIX","SEEDMIX-2","Mixtures","LEW.SEEDMIX"
"0d3d9b07","2023-11-9_MVP-SEEDMIX-2__294","20596811","2023-12-14",49,34,2.11,5.49,0.19,NA,NA,"zeasegnitz@gmail.com",FALSE,NA,NA,NA,NA,NA,3.46083788706739,"2023-11","LEW","H2-SEEDMIX","SEEDMIX-2","Mixtures","LEW.SEEDMIX"
"6d14b1b1","2023-11-9_MVP-SEEDMIX-2__295","20596811","2023-12-14",39,30,1.06,4.92,0.11,NA,NA,"zeasegnitz@gmail.com",FALSE,NA,NA,NA,NA,NA,2.23577235772358,"2023-11","LEW","H2-SEEDMIX","SEEDMIX-2","Mixtures","LEW.SEEDMIX"
"0a9b7113","2023-11-9_MVP-SEEDMIX-2__296","20596811","2023-12-14",24,18,0.31,1.16,0.04,NA,NA,"zeasegnitz@gmail.com",FALSE,NA,NA,NA,NA,NA,3.44827586206897,"2023-11","LEW","H2-SEEDMIX","SEEDMIX-2","Mixtures","LEW.SEEDMIX"
"416bb009","2023-11-7_MVP-TX-1__297","2c91b198","2023-12-14",32,21,0.45,2.19,0.05,NA,NA,"zeasegnitz@gmail.com",FALSE,NA,NA,NA,NA,NA,2.28310502283105,"2023-11","LEW","W1-TX","TX-1","Wild","LEW.TX"
"e2206623","2023-11-7_MVP-TX-1__298","2c91b198","2023-12-14",32,19,0.49,2.38,0.05,NA,NA,"zeasegnitz@gmail.com",FALSE,NA,NA,NA,NA,NA,2.10084033613445,"2023-11","LEW","W1-TX","TX-1","Wild","LEW.TX"
"de90a592","2023-11-7_MVP-TX-1__299","2c91b198","2023-12-14",43,26,1.26,3.98,0.11,NA,NA,"zeasegnitz@gmail.com",FALSE,NA,NA,NA,NA,NA,2.76381909547739,"2023-11","LEW","W1-TX","TX-1","Wild","LEW.TX"
"581d7cb8","2023-11-7_MVP-TX-1__300","2c91b198","2023-12-14",42,32,1.66,6.17,0.19,NA,NA,"zeasegnitz@gmail.com",FALSE,NA,NA,NA,NA,NA,3.07941653160454,"2023-11","LEW","W1-TX","TX-1","Wild","LEW.TX"
"5a861322","2023-11-7_MVP-TX-1__301","2c91b198","2023-12-14",53,35,1.7,7.51,0.17,NA,NA,"zeasegnitz@gmail.com",FALSE,NA,NA,NA,NA,NA,2.26364846870839,"2023-11","LEW","W1-TX","TX-1","Wild","LEW.TX"
"c3d805a7","2024-5-1_MVP-DEBY-2_ALIVE__302","6bd24b8e","5/16/2024",37,26,0.6,3.91,0.08,NA,"polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,2.0460358056266,"2024-05","LEW","S2-DEBY","DEBY-1","Selection","LEW.DEBY"
"a402dfc1","2024-5-1_MVP-DEBY-2_ALIVE__303","6bd24b8e","5/16/2024",50,36,2.03,8.4,0.52,"Shell fell apart","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,6.19047619047619,"2024-05","LEW","S2-DEBY","DEBY-1","Selection","LEW.DEBY"
"e7ab1a5f","2024-5-1_MVP-DEBY-2_ALIVE__304","6bd24b8e","5/16/2024",49,34,2.22,6.51,0.21,NA,"polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,3.2258064516129,"2024-05","LEW","S2-DEBY","DEBY-1","Selection","LEW.DEBY"
"21236321","2024-5-1_MVP-DEBY-2_ALIVE__305","6bd24b8e","5/16/2024",48,40,1.44,6.36,0.28,NA,"polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,4.40251572327044,"2024-05","LEW","S2-DEBY","DEBY-1","Selection","LEW.DEBY"
"338e724e","2024-5-1_MVP-DEBY-2_ALIVE__306","6bd24b8e","5/16/2024",22,16,0.2,0.64,0.04,NA,"polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,6.25,"2024-05","LEW","S2-DEBY","DEBY-1","Selection","LEW.DEBY"
"ad8ccd6a","2024-4-29_MVP-SEEDMIX-3_ALIVE__307","3fdce4aa","5/16/2024",46,25,1.99,4.83,0.07,"Oyster tissue burned onto tin while in drying oven. Measured weight by finding the difference in weight of tin before and after tissue was scraped off.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,1.44927536231884,"2024-05","LEW","H2-SEEDMIX","SEEDMIX-3","Mixtures","LEW.SEEDMIX"
"e23c4aa3","2024-4-29_MVP-SEEDMIX-3_ALIVE__308","3fdce4aa","5/16/2024",36,27,1.42,3.32,0.11,"Oyster tissue burned onto tin while in drying oven. Measured weight by finding the difference in weight of tin before and after tissue was scraped off.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,3.31325301204819,"2024-05","LEW","H2-SEEDMIX","SEEDMIX-3","Mixtures","LEW.SEEDMIX"
"341ab0dc","2024-4-29_MVP-SEEDMIX-3_ALIVE__309","3fdce4aa","5/16/2024",43,23,0.95,3.42,0.06,"Oyster tissue burned onto tin while in drying oven. Measured weight by finding the difference in weight of tin before and after tissue was scraped off.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,1.75438596491228,"2024-05","LEW","H2-SEEDMIX","SEEDMIX-3","Mixtures","LEW.SEEDMIX"
"0dff2df9","2024-4-29_MVP-SEEDMIX-3_ALIVE__310","3fdce4aa","5/16/2024",29,21,0.31,3,0.06,NA,"polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,2,"2024-05","LEW","H2-SEEDMIX","SEEDMIX-3","Mixtures","LEW.SEEDMIX"
"a90e56d0","2024-4-29_MVP-SEEDMIX-3_ALIVE__311","3fdce4aa","5/16/2024",16,10,0.09,0.63,0.02,NA,"polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,3.17460317460317,"2024-05","LEW","H2-SEEDMIX","SEEDMIX-3","Mixtures","LEW.SEEDMIX"
"e7c171ef","2024-4-29_MVP-LARMIX-3_ALIVE__312","f81337c3","5/16/2024",22,16,0.27,1.27,0.05,NA,"polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,3.93700787401575,"2024-05","LEW","H1-LARMIX","LARMIX-3","Mixtures","LEW.LARMIX"
"61dc1c24","2024-4-29_MVP-LARMIX-3_ALIVE__313","f81337c3","5/16/2024",41,27,1.19,3.33,0.17,"Oyster tissue burned onto tin while in drying oven. Measured weight by finding the difference in weight of tin before and after tissue was scraped off.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,5.10510510510511,"2024-05","LEW","H1-LARMIX","LARMIX-3","Mixtures","LEW.LARMIX"
"a8eddf42","2024-4-29_MVP-LARMIX-3_ALIVE__314","f81337c3","5/16/2024",40,24,1.78,3.45,0.2,"Oyster tissue burned onto tin while in drying oven. Measured weight by finding the difference in weight of tin before and after tissue was scraped off.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,5.79710144927536,"2024-05","LEW","H1-LARMIX","LARMIX-3","Mixtures","LEW.LARMIX"
"a218a01f","2024-4-29_MVP-LARMIX-3_ALIVE__315","f81337c3","5/16/2024",40,29,1.02,5.38,0.2,NA,"polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,3.71747211895911,"2024-05","LEW","H1-LARMIX","LARMIX-3","Mixtures","LEW.LARMIX"
"e23d3c32","2024-4-29_MVP-LARMIX-3_ALIVE__316","f81337c3","5/16/2024",22,18,0.23,0.87,0.04,NA,"polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,4.59770114942529,"2024-05","LEW","H1-LARMIX","LARMIX-3","Mixtures","LEW.LARMIX"
"5e7204a1","2024-5-5_MVP-ME-5_ALIVE__317","6898263b","5/16/2024",38,21,1.22,3.64,0.2,NA,"polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,5.49450549450549,"2024-05","YR","W6-ME","ME-5","Wild","YR.ME"
"8679fbb4","2024-5-5_MVP-ME-5_ALIVE__318","6898263b","5/16/2024",24,16,0.61,1.22,0.09,"Oyster tissue burned onto tin while in drying oven. Measured weight by finding the difference in weight of tin before and after tissue was scraped off.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,7.37704918032787,"2024-05","YR","W6-ME","ME-5","Wild","YR.ME"
"c5d8bb66","2024-5-5_MVP-ME-5_ALIVE__319","6898263b","5/16/2024",46,28,2.16,8.87,0.37,"Oyster tissue burned onto tin while in drying oven. Measured weight by finding the difference in weight of tin before and after tissue was scraped off.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,4.17136414881624,"2024-05","YR","W6-ME","ME-5","Wild","YR.ME"
"a092f419","2024-5-5_MVP-ME-5_ALIVE__320","6898263b","5/16/2024",27,16,0.82,1.45,0.16,NA,"polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,11.0344827586207,"2024-05","YR","W6-ME","ME-5","Wild","YR.ME"
"8b517142","2024-5-5_MVP-ME-5_ALIVE__321","6898263b","5/16/2024",17,10,0.21,0.66,0.03,"Oyster tissue burned onto tin while in drying oven. Measured weight by finding the difference in weight of tin before and after tissue was scraped off.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,4.54545454545454,"2024-05","YR","W6-ME","ME-5","Wild","YR.ME"
"6e1465d9","2024-5-5_MVP-DEBY-6_ALIVE__322","30565776","5/23/2024 9:04:11",45,26,0.82,5.09,0.17,NA,"polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,3.33988212180747,"2024-05","YR","S2-DEBY","DEBY-5","Selection","YR.DEBY"
"5a10ce7c","2024-5-5_MVP-DEBY-6_ALIVE__323","30565776","5/23/2024 9:05:00",38,24,1.15,5.11,0.2,NA,"polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,3.91389432485323,"2024-05","YR","S2-DEBY","DEBY-5","Selection","YR.DEBY"
"15b66a7e","2024-4-29_MVP-LARMIX-2_ALIVE__324","f7ce55f1","5/23/2024 9:05:30",39,36,1.01,4.1,0.23,"Thin outer edge of shell came off","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,5.60975609756098,"2024-05","LEW","H1-LARMIX","LARMIX-2","Mixtures","LEW.LARMIX"
"a687587c","2024-4-29_MVP-LARMIX-2_ALIVE__325","f7ce55f1","5/23/2024 9:05:39",49,26,1.12,4.49,0.2,NA,"polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,4.4543429844098,"2024-05","LEW","H1-LARMIX","LARMIX-2","Mixtures","LEW.LARMIX"
"1eccb8ea","2024-5-7_MVP-FL-4_ALIVE__326","3b411d0f","5/23/2024 9:06:24",42,24,0.4,4.19,0.05,NA,"polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,1.19331742243437,"2024-05","YR","W3-FL","FL-4","Wild","YR.FL"
"b52dfd18","2024-5-7_MVP-FL-4_ALIVE__327","3b411d0f","5/23/2024 9:06:53",40,19,0.33,3.19,0.05,NA,"polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,1.56739811912226,"2024-05","YR","W3-FL","FL-4","Wild","YR.FL"
"fa87279f","2024-5-1_MVP-JR-1_ALIVE__328","82dac1eb","5/23/2024 9:07:15",38,28,0.81,4.17,0.12,NA,"polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,2.87769784172662,"2024-05","LEW","W4-VA","JR-1","Wild","LEW.VA"
"1d7fe24e","2024-5-1_MVP-JR-1_ALIVE__329","82dac1eb","5/23/2024 9:07:21",53,39,1.45,6.29,0.23,NA,"polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,3.65659777424483,"2024-05","LEW","W4-VA","JR-1","Wild","LEW.VA"
"18323de1","2024-5-7_MVP-LARMIX-6_ALIVE__330","826a144f","5/23/2024 9:08:11",45,27,1,6.47,0.15,NA,"polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,2.31839258114374,"2024-05","YR","H1-LARMIX","LARMIX-6","Mixtures","YR.LARMIX"
"42f7f04d","2024-5-7_MVP-LARMIX-6_ALIVE__331","826a144f","5/23/2024 9:08:15",39,24,0.81,4.76,0.16,NA,"polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,3.36134453781513,"2024-05","YR","H1-LARMIX","LARMIX-6","Mixtures","YR.LARMIX"
"f07227aa","2024-5-7_MVP-FL-5___332","8f356aca","5/23/2024 9:09:34",39,23,1.92,4.39,0.24,"Tissue burned onto tin in drying oven, dry tissue weight measured by weighing tin with tissue, scraping tissue out, and reweighing empty tin to find the difference.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,5.46697038724374,"2024-05","YR","W3-FL","FL-5","Wild","YR.FL"
"721b2e92","2024-5-7_MVP-FL-5___333","8f356aca","5/23/2024 9:09:38",39,22,1.41,5.43,0.22,NA,"polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,4.05156537753223,"2024-05","YR","W3-FL","FL-5","Wild","YR.FL"
"6c16dc7c","2024-4-29_MVP-SEEDMIX-2_ALIVE__334","40826017","5/23/2024 10:54:24",45,26,1.71,4.8,0.18,"Tissue burned onto tin in drying oven, dry tissue weight measured by weighing tin with tissue, scraping tissue out, and reweighing empty tin to find the difference.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,3.75,"2024-05","LEW","H2-SEEDMIX","SEEDMIX-2","Mixtures","LEW.SEEDMIX"
"5749791d","2024-4-29_MVP-SEEDMIX-2_ALIVE__335","40826017","5/23/2024 10:54:27",48,25,2.52,5.81,0.23,"Tissue burned onto tin in drying oven, dry tissue weight measured by weighing tin with tissue, scraping tissue out, and reweighing empty tin to find the difference.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,3.95869191049914,"2024-05","LEW","H2-SEEDMIX","SEEDMIX-2","Mixtures","LEW.SEEDMIX"
"3d1e3bf9","2024-5-7_MVP-LOLA-5_ALIVE__336","bc79376b","5/23/2024 10:55:31",50,32,2.52,8.63,0.26,"Tissue burned onto tin in drying oven, dry tissue weight measured by weighing tin with tissue, scraping tissue out, and reweighing empty tin to find the difference.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,3.01274623406721,"2024-05","YR","S1-LOLA","LOLA-5","Selection","YR.LOLA"
"1c37e0e1","2024-5-7_MVP-LOLA-5_ALIVE__337","bc79376b","5/23/2024 10:55:34",43,32,1.83,8.79,0.35,NA,"polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,3.98179749715586,"2024-05","YR","S1-LOLA","LOLA-5","Selection","YR.LOLA"
"4295ff49","2024-5-1_MVP-TX-1_ALIVE__338","22b726b6","5/23/2024 10:56:41",39,25,0.74,5.17,0.13,NA,"polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,2.51450676982592,"2024-05","LEW","W1-TX","TX-1","Wild","LEW.TX"
"536d5cb4","2024-5-1_MVP-TX-1_ALIVE__339","22b726b6","5/23/2024 10:56:45",54,37,1.86,10.95,0.32,NA,"polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,2.92237442922374,"2024-05","LEW","W1-TX","TX-1","Wild","LEW.TX"
"31157289","2024-5-1_MVP-DEBY-3_ALIVE__340","93064801","5/23/2024 10:58:05",52,32,2.8,8.69,0.36,"Tissue burned onto tin in drying oven, dry tissue weight measured by weighing tin with tissue, scraping tissue out, and reweighing empty tin to find the difference.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,4.14269275028769,"2024-05","LEW","S2-DEBY","DEBY-1","Selection","LEW.DEBY"
"21626836","2024-5-1_MVP-DEBY-3_ALIVE__341","93064801","5/23/2024 10:58:14",45,35,1.2,4.52,0.22,NA,"polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,4.86725663716814,"2024-05","LEW","S2-DEBY","DEBY-1","Selection","LEW.DEBY"
"0a1b1fb1","2024-5-1_MVP-JR-3_ALIVE__342","7d4e555f","5/23/2024 10:59:50",35,28,1.31,4.89,0.16,"Tissue burned onto tin in drying oven, dry tissue weight measured by weighing tin with tissue, scraping tissue out, and reweighing empty tin to find the difference.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,3.2719836400818,"2024-05","LEW","W4-VA","JR-1","Wild","LEW.VA"
"2155f7d8","2024-5-1_MVP-JR-3_ALIVE__343","7d4e555f","5/23/2024 10:59:54",49,36,2.71,6.54,0.35,"Tissue burned onto tin in drying oven, dry tissue weight measured by weighing tin with tissue, scraping tissue out, and reweighing empty tin to find the difference.","polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,5.35168195718654,"2024-05","LEW","W4-VA","JR-1","Wild","LEW.VA"
"5c2e6874","2024-4-29_MVP-LARMIX-1_ALIVE__344","86a58586","5/23/2024 11:01:18",41,22,0.99,3.22,0.1,NA,"polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,3.1055900621118,"2024-05","LEW","H1-LARMIX","LARMIX-1","Mixtures","LEW.LARMIX"
"5990c63a","2024-4-29_MVP-LARMIX-1_ALIVE__345","86a58586","5/23/2024 11:01:21",45,31,1.23,7.13,0.22,NA,"polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,3.08555399719495,"2024-05","LEW","H1-LARMIX","LARMIX-1","Mixtures","LEW.LARMIX"
"74755861","2024-5-1_MVP-DEBY-1_ALIVE__346","ebf746e8","5/23/2024 12:55:03",59,41,1.8,10.36,0.33,NA,"polydora worm scars on shell","lee.fenuccio@gmail.com",FALSE,NA,NA,NA,NA,NA,3.18532818532819,"2024-05","LEW","S2-DEBY","DEBY-1","Selection","LEW.DEBY"
